Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_name,lat,lng,population,density,timezone,Year,Month,Day,ma_last_7d,ma_last_30d,ma_last_quarter,AQI_lag_1days,AQI_lag_7days,AQI_lag_30days,AQI_lag_365days
1985-10-31,190,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,31,193.85714285714286,152.53333333333333,178.73626373626374,150.0,216.0,212.0,100.0
1985-11-01,190,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,1,189.14285714285714,150.6,178.3846153846154,190.0,223.0,248.0,114.0
1985-11-02,207,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,2,181.85714285714286,151.16666666666666,177.5164835164835,190.0,258.0,190.0,198.0
1985-11-03,221,Very Unhealthy,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,3,181.85714285714286,152.73333333333332,177.42857142857142,207.0,221.0,174.0,105.0
1985-11-04,187,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,4,192.14285714285714,150.53333333333333,177.02197802197801,221.0,115.0,253.0,208.0
1985-11-05,110,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,5,179.28571428571428,150.0,175.16483516483515,187.0,200.0,126.0,200.0
1985-11-06,166,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,6,181.57142857142858,154.1,174.3846153846154,110.0,150.0,43.0,68.0
1985-11-07,151,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,7,176.0,157.56666666666666,173.75824175824175,166.0,190.0,47.0,57.0
1985-11-08,100,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,8,163.14285714285714,159.0,172.27472527472528,151.0,190.0,57.0,68.0
1985-11-09,68,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,9,143.28571428571428,157.53333333333333,170.64835164835165,100.0,207.0,112.0,106.0
1985-11-10,47,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,10,118.42857142857143,154.43333333333334,169.34065934065933,68.0,221.0,140.0,143.0
1985-11-11,57,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,11,99.85714285714286,150.7,167.96703296703296,47.0,187.0,169.0,206.0
1985-11-12,68,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,12,93.85714285714286,147.5,166.43956043956044,57.0,110.0,164.0,126.0
1985-11-13,100,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,13,84.42857142857143,147.16666666666666,165.2087912087912,68.0,166.0,110.0,68.0
1985-11-14,100,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,14,77.14285714285714,144.4,163.72527472527472,100.0,151.0,183.0,100.0
1985-11-15,103,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,15,77.57142857142857,144.4,162.8021978021978,100.0,100.0,103.0,128.0
1985-11-16,125,Unhealthy for Sensitive Groups,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,16,85.71428571428571,144.6,162.2087912087912,103.0,68.0,119.0,103.0
1985-11-17,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,17,90.28571428571429,142.8,160.57142857142858,125.0,47.0,133.0,115.0
1985-11-18,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,18,93.42857142857143,138.93333333333334,158.7032967032967,79.0,57.0,195.0,103.0
1985-11-19,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,19,95.0,136.1,157.02197802197801,79.0,68.0,164.0,128.0
1985-11-20,112,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,20,96.71428571428571,138.26666666666668,155.41758241758242,79.0,100.0,47.0,131.0
1985-11-21,104,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,21,97.28571428571429,138.4,153.76923076923077,112.0,100.0,100.0,87.0
1985-11-22,105,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,22,97.57142857142857,137.7,151.72527472527472,104.0,103.0,126.0,97.0
1985-11-23,115,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,23,96.14285714285714,134.33333333333334,149.76923076923077,105.0,125.0,216.0,99.0
1985-11-24,57,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,24,93.0,128.8,147.15384615384616,115.0,79.0,223.0,96.0
1985-11-25,70,Moderate,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,25,91.71428571428571,122.53333333333333,146.0989010989011,57.0,79.0,258.0,68.0
1985-11-26,103,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,26,95.14285714285714,118.6,144.34065934065933,70.0,79.0,221.0,105.0
1985-11-27,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,27,88.85714285714286,117.03333333333333,142.1868131868132,103.0,112.0,115.0,105.0
1985-11-28,57,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,28,82.14285714285714,112.26666666666667,139.56043956043956,68.0,104.0,200.0,89.0
1985-11-29,57,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,29,75.28571428571429,109.16666666666667,137.01098901098902,57.0,105.0,150.0,106.0
1985-11-30,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,11,30,68.57142857142857,105.1,134.71428571428572,57.0,115.0,190.0,159.0
1985-12-01,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,1,70.14285714285714,101.03333333333333,132.96703296703296,68.0,57.0,190.0,193.0
1985-12-02,77,Moderate,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,2,71.14285714285714,96.7,131.52747252747253,68.0,70.0,207.0,215.0
1985-12-03,105,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,3,71.42857142857143,92.83333333333333,132.12087912087912,77.0,103.0,221.0,100.0
1985-12-04,106,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,4,76.85714285714286,90.13333333333334,132.65934065934067,105.0,68.0,187.0,120.0
1985-12-05,110,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,5,84.42857142857143,90.13333333333334,133.23076923076923,106.0,57.0,110.0,89.0
1985-12-06,112,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,6,92.28571428571429,88.33333333333333,133.0,110.0,57.0,166.0,166.0
1985-12-07,181,Unhealthy,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,7,108.42857142857143,89.33333333333333,133.45054945054946,112.0,68.0,151.0,181.0
1985-12-08,106,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,8,113.85714285714286,89.53333333333333,134.05494505494505,181.0,68.0,100.0,93.0
1985-12-09,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,9,115.57142857142857,90.23333333333333,134.5164835164835,106.0,77.0,68.0,133.0
1985-12-10,72,Moderate,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,10,110.85714285714286,91.06666666666666,134.67032967032966,89.0,105.0,47.0,159.0
1985-12-11,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,11,108.42857142857143,92.13333333333334,134.9010989010989,72.0,106.0,57.0,79.0
1985-12-12,103,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,12,107.42857142857143,93.3,133.69230769230768,89.0,110.0,68.0,105.0
1985-12-13,126,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,13,109.42857142857143,94.16666666666667,132.17582417582418,103.0,112.0,100.0,57.0
1985-12-14,106,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,14,98.71428571428571,94.36666666666666,130.3846153846154,126.0,181.0,100.0,151.0
1985-12-15,114,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,15,99.85714285714286,94.73333333333333,129.01098901098902,106.0,106.0,103.0,126.0
1985-12-16,214,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,16,117.71428571428571,97.7,129.41758241758242,114.0,89.0,125.0,89.0
1985-12-17,220,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,17,138.85714285714286,102.4,130.64835164835165,214.0,72.0,79.0,111.0
1985-12-18,229,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,18,158.85714285714286,107.4,132.64835164835165,220.0,89.0,79.0,109.0
1985-12-19,204,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,19,173.28571428571428,111.56666666666666,134.02197802197801,229.0,103.0,79.0,82.0
1985-12-20,193,Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,20,182.85714285714286,114.26666666666667,133.83516483516485,204.0,126.0,112.0,105.0
1985-12-21,204,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,21,196.85714285714286,117.6,133.6813186813187,193.0,106.0,104.0,148.0
1985-12-22,230,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,22,213.42857142857142,121.76666666666667,133.8021978021978,204.0,114.0,105.0,111.0
1985-12-23,231,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,23,215.85714285714286,125.63333333333334,133.67032967032966,230.0,214.0,115.0,103.0
1985-12-24,280,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,24,224.42857142857142,133.06666666666666,133.95604395604394,231.0,220.0,57.0,145.0
1985-12-25,282,Very Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,25,232.0,140.13333333333333,135.3956043956044,280.0,229.0,70.0,183.0
1985-12-26,127,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,26,221.0,140.93333333333334,135.69230769230768,282.0,204.0,103.0,103.0
1985-12-27,124,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,27,211.14285714285714,142.8,136.24175824175825,127.0,193.0,68.0,91.0
1985-12-28,127,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,28,200.14285714285714,145.13333333333333,136.52747252747253,124.0,204.0,57.0,106.0
1985-12-29,114,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,29,183.57142857142858,147.03333333333333,136.75824175824175,127.0,230.0,57.0,80.0
1985-12-30,106,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,30,165.71428571428572,148.3,136.15384615384616,114.0,231.0,68.0,79.0
1985-12-31,116,Unhealthy for Sensitive Groups,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,12,31,142.28571428571428,149.9,135.0989010989011,106.0,280.0,68.0,175.0
1986-01-01,105,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,1,117.0,150.83333333333334,133.52747252747253,116.0,282.0,77.0,222.0
1986-01-02,100,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,2,113.14285714285714,150.66666666666666,132.53846153846155,105.0,127.0,105.0,193.0
1986-01-03,100,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,3,109.71428571428571,150.46666666666667,131.72527472527472,100.0,124.0,106.0,128.0
1986-01-04,106,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,4,106.71428571428571,150.33333333333334,130.1098901098901,100.0,127.0,110.0,150.0
1986-01-05,68,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,5,100.14285714285714,148.86666666666667,129.47252747252747,106.0,114.0,112.0,120.0
1986-01-06,110,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,6,100.71428571428571,146.5,130.2087912087912,68.0,106.0,181.0,100.0
1986-01-07,185,Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,7,110.57142857142857,149.13333333333333,131.72527472527472,110.0,116.0,106.0,115.0
1986-01-08,136,Unhealthy for Sensitive Groups,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,8,115.0,150.7,132.5934065934066,185.0,105.0,89.0,100.0
1986-01-09,128,Unhealthy for Sensitive Groups,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,9,119.0,152.56666666666666,132.76923076923077,136.0,100.0,72.0,89.0
1986-01-10,158,Unhealthy,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,10,127.28571428571429,154.86666666666667,132.96703296703296,128.0,100.0,89.0,165.0
1986-01-11,150,Unhealthy for Sensitive Groups,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,11,133.57142857142858,156.43333333333334,132.75824175824175,158.0,106.0,103.0,186.0
1986-01-12,108,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,12,139.28571428571428,155.83333333333334,132.14285714285714,150.0,68.0,126.0,186.0
1986-01-13,122,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,13,141.0,156.36666666666667,132.27472527472528,108.0,110.0,106.0,142.0
1986-01-14,116,Unhealthy for Sensitive Groups,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,14,131.14285714285714,156.43333333333334,131.53846153846155,122.0,185.0,114.0,110.0
1986-01-15,89,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,15,124.42857142857143,152.26666666666668,131.3846153846154,116.0,136.0,214.0,140.0
1986-01-16,108,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,16,121.57142857142857,148.53333333333333,131.26373626373626,89.0,128.0,220.0,116.0
1986-01-17,120,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,17,116.14285714285714,144.9,131.12087912087912,108.0,158.0,229.0,153.0
1986-01-18,128,Unhealthy for Sensitive Groups,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,18,113.0,142.36666666666667,130.3846153846154,120.0,150.0,204.0,150.0
1986-01-19,110,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,19,113.28571428571429,139.6,129.7912087912088,128.0,108.0,193.0,110.0
1986-01-20,100,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,20,110.14285714285714,136.13333333333333,130.37362637362637,110.0,122.0,204.0,103.0
1986-01-21,122,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,21,111.0,132.53333333333333,130.6153846153846,100.0,116.0,230.0,71.0
1986-01-22,112,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,22,114.28571428571429,128.56666666666666,130.46153846153845,122.0,89.0,231.0,100.0
1986-01-23,116,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,23,115.42857142857143,123.1,129.36263736263737,112.0,108.0,280.0,105.0
1986-01-24,136,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,24,117.71428571428571,118.23333333333333,128.4065934065934,116.0,120.0,282.0,103.0
1986-01-25,110,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,25,115.14285714285714,117.66666666666667,126.78021978021978,136.0,128.0,127.0,110.0
1986-01-26,118,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,26,116.28571428571429,117.46666666666667,125.64835164835165,110.0,110.0,124.0,103.0
1986-01-27,129,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,27,120.42857142857143,117.53333333333333,125.8021978021978,118.0,100.0,127.0,79.0
1986-01-28,120,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,28,120.14285714285714,117.73333333333333,124.92307692307692,129.0,122.0,114.0,115.0
1986-01-29,118,Unhealthy for Sensitive Groups,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,29,121.0,118.13333333333334,124.57142857142857,120.0,112.0,106.0,100.0
1986-01-30,57,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,30,112.57142857142857,116.16666666666667,123.10989010989012,118.0,116.0,116.0,89.0
1986-01-31,68,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,1,31,102.85714285714286,114.93333333333334,121.76923076923077,57.0,136.0,105.0,85.0
1986-02-01,89,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,2,1,99.85714285714286,114.56666666666666,120.47252747252747,68.0,110.0,100.0,100.0
1986-02-02,70,Moderate,CO,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,2,2,93.0,113.56666666666666,118.81318681318682,89.0,118.0,100.0,68.0
1986-02-03,100,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,2,3,88.85714285714286,113.36666666666666,117.85714285714286,70.0,129.0,106.0,79.0
1986-02-04,103,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1986,2,4,86.42857142857143,114.53333333333333,117.78021978021978,100.0,120.0,68.0,89.0
